000    ,160.786740463,158.937561547,158.91952694,158.901492333,158.883457725,158.865423118,158.847388511,158.829353904,
001    ,22.7709179228,22.7659814331,22.7471903192,22.7283992054,22.7096080915,22.6905635221,22.6717724083,
002    ,30.8181998738,41.8536280669,0.236596220277,0.231933122723,0.226669248955,1.58396654079,0.216139076012,
003    ,52.6409338227,45.4635695222,52.3221497452,54.767885208,53.9819891157,53.1902779891,53.5858565039,
004    ,99.1370319858,99.1357653598,99.1361410731,99.1358170864,99.126363515,99.1169099436,99.1074563722,99.1063444979,
005    ,40.3872233498,40.3202837693,40.1798984069,40.2232852334,40.2687500528,40.2366959989,40.7467676743,
006    ,42.6515614692,48.381371245,38.6499018376,38.5931947878,38.5918559433,38.606084656,38.8620497795,
007    ,22.0639014418,42.0830859146,0.687266684944,0.684977505097,0.688817505097,0.698925262987,10.0,
008    ,53.9190947401,53.9124304815,53.9070497973,53.9390051249,53.5167608631,53.8482390604,53.5157409841,
010    ,43.7887171936,32.7304730566,10.0,10.0069,10.0,10.0,10.0,
011    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
012    ,0.710221321733,42.2038949511,54.8630238736,55.0375319346,41.5550990001,41.5379878503,41.5219883065,
013    ,52.4633420982,50.9028648596,44.8085083703,45.0034982287,43.8761611695,43.8616599366,44.9537529618,
014    ,57.6624766694,99.1081641388,99.1114081839,66.0986625475,66.0904359689,65.320431544,64.5500776154,
015    ,35.1609143724,38.4249040526,35.208038036,39.5853883481,38.8582338602,39.2357490989,38.752988605,
016    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
017    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
018    ,50.1996411435,53.7208450435,54.03063344,53.4883493987,53.4556081933,52.2293761994,53.44811151,
020    ,0.224626299531,10.0,10.0,10.0,10.0,10.0,10.0,
021    ,0.0212671728116,14.6270845487,10.1550209017,10.0,10.0,10.0,10.0,
022    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
023    ,52.1492187349,50.7756569132,99.0600510486,99.0751700937,59.9726173009,59.9853216469,59.8534744293,
024    ,54.6680588012,42.8925911459,99.1152304061,65.9586006688,65.4065643156,65.5841006078,99.1214605623,99.1291249908,99.1067069907,
025    ,24.6146958584,0.332473602228,35.5317761483,38.3803796932,36.8878715819,36.7767540812,36.6624801359,
026    ,0.201967772011,55.2358549217,49.0545026245,30.213840341,0.019023,10.0,11.6955205532,
027    ,0.0576588586364,16.6346549767,1.87107631746,0.014475,10.0,10.0,10.0,
028    ,45.5637162738,41.1276573374,53.4850583211,53.2956760897,55.1242235711,54.8116001315,55.117447807,
030    ,11.22966476,10.0,10.0,10.0455651082,10.0,10.0,10.0,
031    ,23.2701221324,99.0902891388,20.3376738114,99.0751700937,11.4183955187,12.46181045,10.0,
032    ,1.06678033621,6.3533521215,53.9787810724,55.0374939914,53.6851301717,54.3161014797,54.2974675821,
033    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
034    ,99.1759129375,65.2155833604,66.0217497475,105.926111059,65.7943528384,65.7370244197,65.7114694298,
035    ,40.3930275143,39.2019655945,38.5011225977,39.9052663199,39.4857069061,39.5394518353,39.048795748,
036    ,19.9598124597,1.23629302357,41.7332004492,29.4795742011,10.0,10.0,1.72245219477,
037    ,19.398280773,51.5680995205,10.0,41.1873333554,4.05461968841,10.0,10.0,
038    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
040    ,0.0185215732575,10.0,10.0,10.0,0.11367,0.112481998,0.0937435657708,
041    ,14.9148632276,10.0,10.0,10.0,10.381396779,10.0,10.0,
042    ,1.35166099813,25.4869148637,29.556431388,26.3162755502,25.8539553669,24.5526256846,18.6424310024,
043    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
044    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
045    ,17.4013425892,29.9400133728,24.8357091425,23.1704554743,34.1872302751,33.513071177,33.4667509177,
046    ,1.30834309739,40.231107965,10.0,10.0,38.7733005316,0.116285367969,0.101632712035,
047    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
048    ,50.5224959886,46.9830269585,48.3257107966,30.9459426291,53.7440683428,53.3167131723,53.298810521,
050    ,35.916972879,36.3092932389,26.1484755484,26.2084785007,25.4906365982,10.0,27.9096397449,
051    ,41.0322988845,43.8213949905,10.0,10.0,10.0,30.9133775454,39.0890026841,
052    ,0.0199319741897,44.4236501594,43.9049840421,53.5222523255,0.169923534361,46.2544190153,15.9066807719,
053    ,41.9273574713,40.4392966631,99.0600510486,52.6587330291,52.6508811303,99.0549320035,52.9481845509,
054    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
055    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
056    ,0.0970129577805,45.0010348204,45.8890127575,44.493718058,44.4389890647,45.1236918421,44.329049511,
057    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
058    ,53.7613739511,52.4338312985,51.6151111598,51.0545964233,50.8659777684,50.877621679,53.3348152489,
060    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
061    ,11.0350307119,10.0,10.0,10.0,10.0,10.0,10.0054,
062    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
063    ,45.2893473835,44.4152750803,53.3903039268,40.3028124302,40.2960706361,40.3090272779,51.6799918771,
064    ,99.1241796074,45.3192139176,43.0131222937,45.6377267025,10.0,99.0809320035,99.1040605623,99.1091069908,99.1039025622,99.0971825622,
065    ,40.3337180172,39.0053296068,38.9729063685,34.8868863777,30.3425462586,30.223880182,35.4851275768,
066    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
067    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
068    ,53.780980257,52.251831298,52.3565572055,51.1755725269,45.9857353124,46.6848861336,50.8127924516,
100    ,24.9164220598,10.0,10.0,10.0,10.0,10.0,168.291293527,
101    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
102    ,0.00650217391304,0.0147054538462,0.0165306538462,0.0127206538462,0.0153006538462,1.8401875861,0.0966288788881,
103    ,43.6192262527,43.5580465334,40.6639764059,40.2081196167,40.2140609947,41.2749362922,45.3100906296,
104    ,26.5082788706,99.1185968312,96.7335353259,96.7243653616,97.0036008672,96.9943640019,96.9851271366,97.0467753441,
105    ,36.5331834032,36.23611253,35.2181019247,35.8439430614,35.6993834809,39.1363458217,39.4597243918,
106    ,0.00616730769231,0.146652416391,18.0075254242,10.0,10.0,10.0,11.1563831448,
107    ,0.0111,10.0,10.0,10.0,10.0,10.0,10.0,
108    ,53.0512075966,52.9032981318,52.8290921193,52.5509577608,52.6926054668,53.7174524001,52.535511283,
110    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
111    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
112    ,0.00531778378378,2.25591806685,0.0462574065976,0.0367174313814,16.4703246928,10.0,10.0,
113    ,0.679622395965,42.5941181779,42.5534552793,38.879681238,38.7394293977,38.6386480564,38.584573495,
114    ,63.2284182509,54.7584129303,36.9409857589,48.1474255082,35.3596471902,18.422186218,61.4217591218,
115    ,21.040223783,10.6463482571,8.52639104625,37.1495732093,19.7427613461,21.5349401934,19.6947207446,
116    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
117    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
118    ,7.91110744179,35.1280531199,52.1411488559,39.9863575867,21.1331720265,21.1204818753,21.1075693483,
120    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
121    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
122    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
123    ,49.0332822301,36.3387031443,53.7354900904,54.3184695586,46.6419357019,50.0096905622,53.6649444107,
124    ,57.3712507151,50.5340623841,65.6286783393,65.7627340473,63.9755919295,63.9622504237,64.1678570547,
125    ,32.1213206787,27.4424099957,27.4541226247,26.9925983172,27.023307155,25.6426608992,24.2287114255,
126    ,10.0,10.0,3.23836127708,0.0219841542064,10.0,10.0,10.0,
127    ,0.0285877578896,10.0,0.0066,10.0,10.0,10.0,10.0,
128    ,52.9553022046,51.998724676,51.9164906296,51.7764428153,48.5737566234,48.2215943969,47.8347891003,
130    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
131    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
132    ,31.2955129723,10.0,10.0,10.0,10.0,10.0,10.0,
133    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
134    ,48.7869661196,10.0,15.6994807384,10.0,10.0,10.0,17.1226483774,
135    ,17.2614692405,5.01571338313,1.37141110422,1.12911319116,0.437148567582,0.389148791753,1.63545317023,
136    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
137    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
138    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
140    ,0.0884662356405,10.0,10.0,10.0,10.0,10.0,10.0,
141    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
142    ,0.0772745531129,10.0,10.0,10.0,10.0,10.0,10.0,
143    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
144    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
145    ,12.6754143765,10.0,10.0,10.0,10.0,10.0,10.0,
146    ,0.0938219626708,10.0,10.0,10.0,10.0,10.0,10.0,
147    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
148    ,2.8913145631,39.9338282018,12.5168297314,10.0,10.0,10.0,11.9052590164,
150    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
151    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
152    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
153    ,39.8880500807,35.3965399173,14.5660972646,10.0,10.0,10.0,10.0,
154    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
155    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
156    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
157    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
158    ,10.0,10.0,10.0,10.0,10.0,15.6782490168,10.0,
160    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
161    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
162    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
163    ,12.6015771736,0.0081849788637,23.2020270999,10.0,10.0,10.0,50.1614629543,
164    ,10.0,10.0,10.0,10.0,10.0,10.0,99.2240605591,99.2236025591,
165    ,14.3774889026,10.6076646266,12.8489112622,14.8803009187,10.0,49.9305513916,37.7973911511,
166    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
167    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
168    ,5.53702177601,8.05892213387,22.6744264564,34.6838967804,20.356955938,10.0,24.2306045428,
200    ,0.0192,0.036825082335,0.120615018068,0.14153205115,0.16094099515,0.178126185062,33.258058108,
201    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
202    ,0.0214724501279,0.00669545454545,10.0,10.0,10.0,10.0,10.0,
203    ,21.7002933974,23.8950248284,21.6304480748,10.0,20.8556338404,23.5977368835,34.7469739964,
204    ,5.05978028023,0.0288841311702,0.0250246461702,0.0246646461702,10.0,10.0,10.0,
205    ,8.01249115388,34.9945150113,2.19912442234,0.0736103991653,0.0639076801773,6.44563978523,1.22435635832,
206    ,0.00657931034483,0.00663488372093,10.0,10.0,10.0,10.0,10.0,
207    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
208    ,29.1990126652,26.3876751671,19.733694038,13.3031726284,11.4748780974,25.2008287047,51.2906761166,
210    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
211    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
212    ,0.0610182265781,0.0271631736591,24.9059278031,10.0,10.0,10.0,10.0,
213    ,42.4663246516,33.5278060765,1.25670600948,0.0693925449159,10.0,10.0,10.0,
214    ,10.0,51.5870094139,42.6055794536,42.0874292762,41.555129392,41.0080009179,40.4452130172,
215    ,15.349521113,1.18712456884,0.00769729556684,10.0,10.0,10.0,10.0,
216    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
217    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
218    ,0.28739522065,21.5032606442,18.0973999452,17.9676031145,9.8161061932,9.63991442327,9.45846077466,
220    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
221    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
222    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
223    ,41.1001926875,40.3158816709,45.8788543841,57.5210199086,45.1030975075,44.9447180068,43.2233948557,
224    ,3.33604157991,10.0,45.8035312708,63.9908059971,54.1877033239,55.1915000532,57.4558991858,
225    ,0.00651348333333,11.53846426,4.01531619547,0.00735,10.0,10.0,10.0,
226    ,0.200181772011,10.0,10.0,10.0,10.0,10.0,10.0,
227    ,0.0278677578896,10.0,0.0116577512749,10.0,10.0,10.0,10.0,
228    ,38.1532410222,37.7040063302,39.2732580475,26.5197509463,25.5303512749,37.9680768617,46.5746326748,
230    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
231    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
232    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
233    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
234    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
235    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
236    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
237    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
238    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
240    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
241    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
242    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
243    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
244    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
245    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
246    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
247    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
248    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
250    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
251    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
252    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
253    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
254    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
255    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
256    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
257    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
258    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
260    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
261    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
262    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
263    ,48.5127667372,10.0,11.141683468,10.0,17.1844629264,10.0,1.32900430177,
264    ,99.1539129375,10.0,10.0,10.0,10.0,10.0,10.2215520098,
265    ,7.50237555256,10.0,30.4976884676,20.1230369824,10.0,11.0878528777,13.0517228732,
266    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
267    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
268    ,0.491897383375,12.6176538488,10.0,10.0,10.0,10.0,1.82209488817,
300    ,0.01905,0.0039,10.0,10.0,10.0,10.0,10.0,
301    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
302    ,0.00648571428571,0.0205656521739,10.0,10.0,10.0,10.0,10.0,
303    ,25.1177642924,0.0077,10.0,10.0,10.0,10.0,10.0,
304    ,0.00848181818182,0.0039,0.0086875,10.0,10.0,10.0,10.0,
305    ,0.0130846009412,0.00665454545455,14.7125559773,10.0,10.0,10.0,10.0,
306    ,0.00618,0.00697826086957,10.0,10.0,10.0,10.0,10.0,
307    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
308    ,11.2860438183,0.0021,0.0711157464342,10.0,10.0,10.0,10.0,
310    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
311    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
312    ,10.3667415826,0.31212,10.0,10.0,10.0,10.0,10.0,
313    ,37.3433082139,20.5634810258,19.7078764912,10.0,10.0,10.0,10.0,
314    ,23.1037580257,41.6178795934,27.5267766905,27.4580033014,0.00615238150463,10.0,10.0,
315    ,0.00387558333333,0.635944103907,10.6944352301,10.0,10.0,13.6395495147,10.0,
316    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
317    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
318    ,0.00734960747664,10.5140639102,31.4488207461,9.74171644764,9.56429139014,9.38179885673,9.69309965008,
320    ,10.0,10.0,0.0566853455177,10.0,10.0,10.0,10.0,
321    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
322    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
323    ,45.5368953795,40.2358137476,44.8514908466,41.1033142714,41.0348964767,40.9648898651,43.5353108551,
324    ,10.0,10.0,0.0137000057591,46.3080663854,10.0,10.0,10.0,
325    ,0.00678348333333,15.029650605,0.0072,0.0071,10.0,10.0,10.0,
326    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
327    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
328    ,8.30002914096,10.0,38.8970420671,25.6694188118,25.286391093,24.8934236126,24.4902950258,
330    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
331    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
332    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
333    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
334    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
335    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
336    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
337    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
338    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
340    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
341    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
342    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
343    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
344    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
345    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
346    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
347    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
348    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
350    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
351    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
352    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
353    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
354    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
355    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
356    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
357    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
358    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
360    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
361    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
362    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
363    ,0.714653914617,10.0,10.0,10.0,10.0,10.0,19.5098424687,
364    ,98.9999129375,10.0,10.0,10.0,10.0,10.0,10.4442457361,
365    ,5.18625015956,10.0,10.899619346,10.0,10.0,10.0,21.5089069258,
366    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
367    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
368    ,0.569897477312,10.0,10.0,10.0,10.0,10.0,14.1713280756,
400    ,0.0261163029,10.0,10.0,10.0,10.0,10.0,10.0,
401    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
402    ,0.00656666666667,0.003,0.0072,10.0,10.0,10.0,10.0,
403    ,9.74743407213,0.0072,0.00684,11.112317736,10.0,10.0,10.0,
404    ,0.0226443896104,0.00895384615385,10.0,10.0,10.0,10.0,10.0,
405    ,0.0277530595198,0.0024,0.00636666666667,10.0,10.0,10.0,10.0,
406    ,0.0069,0.0027,0.00736363636364,10.0,10.0,10.0,10.0,
407    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
408    ,16.3465909502,0.00830769230769,10.0,10.0,10.0,10.0,10.0,
410    ,10.0,0.0782292157527,10.0,10.0,10.0,10.0,10.0,
411    ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
412    ,0.00542278378378,1.27465607104,11.1921124667,10.0,10.0,10.0,10.0,
413    ,8.41048044687,33.652261556,10.0,10.0,10.0,10.0,10.0,
414    ,0.0110846918183,42.0165038805,38.9699577103,22.685784194,22.5721526225,22.1806090555,47.4054669824,
