0100,0
0200,0
0300,0
0400,0
0500,0
0600,0
0700,0
0800,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0900,0
0004,0
0104,0
0204,0
0304,0
7404,0
7504,0
7004,1
7004,1
7004,1
7104,1
7204,1
7304,1
0414,1
0514,0
0014,0
4014,0
4014,0
4014,0
4014,0
4004,0
4004,2
4004,2
4004,2
4004,2
4004,2
4004,2
4024,2
4024,2
4024,2
4124,3
4024,3
4024,3
4024,3
4024,3
4024,3
4034,3
4034,4
5035,4
5035,4
5035,4
5035,4
5035,4
5045,4
5045,5
6041,5
6041,5
6041,5
6041,5
6041,5
6051,5
6051,1
0050,1
0050,1
0050,1
0050,1
0050,1
0010,1
0010,4
0010,4
0010,4
0010,4
0010,4
0010,4
0040,4
0040,4
0040,4
0040,4
0140,5
0040,5
0040,5
0040,5
0040,5
0040,5
0050,5
0050,5
0050,5
0050,5
0050,5
0050,5
0050,5
0150,1
0050,1
0050,1
0050,1
0050,1
0050,1
0010,1
0010,4
0010,4
0010,4
0010,4
0010,4
0010,4
0040,4
0040,4
0040,4
0040,4
0040,4
0040,4
0040,4
0140,5
0040,5
0040,5
0040,5
0040,5
0040,5
0050,5
0050,5
0050,5
0150,1
0050,1
0050,1
0050,1
0050,1
0050,1
0010,1
0010,4
0010,4
0110,4
0010,4
0110,4
0010,4
0040,4
0040,4
0040,4
0140,5
0240,5
0040,5
0140,5
0240,5
0040,5
0050,5
0050,5
0050,5
0050,5
0150,1
0050,1
0050,1
0050,1
0050,1
0050,1
0010,1
0010,4
0010,4
0010,4
0010,4
0010,4
0010,4
0040,4
0040,4
0040,4
0040,4
0140,5
0040,5
0040,5
0040,5
0040,5
0040,5
0050,5
0050,5
0050,5
0150,1
0050,1
0050,1
0050,1
0050,1
0050,1
0010,1
0010,4
0010,4
0010,4
0010,4
0010,4
0010,4
0040,4
0040,4
0040,4
0040,4
0040,4
0040,4
0040,4
0040,4
0140,5
0040,5
0040,5
0040,5
0040,5
0040,5
0050,5
0050,5
0050,5
0050,5
0150,1
0050,1
0050,1
0050,1
0050,1
0050,1
0010,1
0010,4
0910,4
0010,4
0010,4
0010,4
0010,4
0040,4
0040,4
0040,4
0140,5
0040,5
0040,5
0140,5
0040,5
0040,5
0150,5
0050,5
0150,1
0050,1
0050,1
0050,1
0050,1
0050,1
0010,1
0010,4
0710,4
0010,4
0010,4
0010,4
0010,4
0040,4
0040,4
0040,4
0040,4
0040,4
0140,5
0040,5
0140,5
0240,5
0340,5
0040,5
0150,5
0050,5
0050,5
0050,5
0050,5
0150,1
0050,1
0050,1
0050,1
0050,1
0050,1
0010,1
0010,4
0510,4
0010,4
0010,4
0010,4
0010,4
0040,4
0040,4
0040,4
0040,4
0040,4
0140,5
0040,5
0040,5
0040,5
0040,5
0040,5
0050,5
0050,5
0050,5
0050,5
0150,1
0050,1
0050,1
0050,1
0050,1
0050,1
0010,1
0010,4
0410,4
0510,4
0010,4
0110,4
0010,4
0040,4
0040,4
0140,5
0040,5
0140,5
0240,5
0040,5
0040,5
0150,5
0250,4
0350,4
0450,4
0550,4
0650,4
0750,4
0840,4
0040,4
0040,4
0040,4
0140,5
0040,5
0040,5
0140,5
0240,5
0040,5
0150,5
0250,4
0350,4
0450,4
0550,4
0650,4
0750,4
0840,4
0940,0
8042,0
8042,0
8042,0
8042,0
8042,0
8002,0
8002,2
8008,2
8008,2
8008,2
8008,2
8008,2
8028,2
8028,0
8028,0
8028,0
8028,0
8028,0
8028,0
8008,0
8008,2
8008,2
8008,2
8008,2
8008,2
8008,2
8028,2
8028,0
8028,0
8028,0
8028,0
8028,0
8028,0
8008,0
8008,2
8008,2
